NP_001254479	NP_001372637
XP_016860604	XP_006495846
XP_011526619	XP_006513549
XP_016857542	XP_036020325
XP_011536131	NP_001271452
XP_016859039	NP_001108546
XP_024309964	NP_109607
NP_036473	NP_081276
XP_024308898	NP_001036124
NP_001158243	XP_006509313
NP_006142	XP_011247600
XP_016864680	NP_031911
XP_005257702	XP_006532154
NP_001240758	NP_001288710
XP_006715816	NP_080724
NP_073587	NP_766481
XP_011527623	NP_001342618
NP_775961	NP_848893
NP_612355	XP_006539342
NP_056975	NP_082155
XP_005260900	NP_291093
NP_775789	XP_011236678
NP_006054	NP_001074556
NP_001457	NP_065256
NP_004719	NP_062426
XP_011521078	NP_082156
NP_001120670	NP_663414
XP_011512930	XP_006523814
NP_055655	NP_001004363
XP_011535227	NP_001161435
XP_011519158	XP_036008191
NP_663304	NP_033342
NP_006413	NP_033780
NP_115827	NP_758491
XP_011510993	NP_034946
NP_061969	NP_062527
NP_003499	NP_034376
NP_005060	XP_006523029
NP_828848	NP_001019308
NP_002444	NP_001269048
XP_011520646	NP_683726
XP_005259077	NP_001361551
XP_011534726	XP_006516040
NP_954592	NP_067506
NP_149977	NP_849250
NP_001185946	NP_663591
NP_000054	NP_038512
NP_006371	NP_080101
NP_061754	NP_444374
XP_016881094	XP_036016934
NP_001369447	XP_011249294
NP_006018	XP_006496925
NP_443160	NP_001096081
NP_149094	NP_082173
XP_016875816	XP_036021144
NP_001123561	NP_001350359
NP_075067	NP_084205
NP_060760	NP_079976
NP_116250	NP_001104487
NP_001127838	NP_032104
NP_006276	NP_035701
XP_005271218	NP_033349
NP_065853	XP_006509925
XP_006711945	NP_001154878
NP_689891	NP_001127937
NP_062815	XP_017176952
XP_011522037	XP_011247414
NP_056503	NP_067391
NP_006256	XP_006520708
NP_002073	NP_001033107
NP_001357027	XP_006516555
NP_733749	XP_017177648
NP_060557	NP_082631
NP_001155058	XP_006507253
XP_016867856	NP_001276709
NP_001334883	XP_036020820
NP_057710	NP_001034303
NP_001365903	NP_598776
NP_066959	NP_703187
NP_002006	NP_062713
XP_005265058	NP_001347235
NP_733821	NP_001002011
NP_068600	NP_001074726
NP_055040	NP_058587
NP_001333396	XP_011241230
NP_001357148	XP_006510278
NP_009133	NP_064305
NP_003128	NP_058075
XP_005272105	NP_056609
NP_001139500	NP_796023
XP_016866378	NP_001263696
NP_001311030	NP_001277638
NP_001116108	NP_938048
NP_612202	XP_006536212
NP_001186219	NP_001347324
XP_011509225	NP_001104784
NP_000114	NP_035859
NP_055267	NP_848704
NP_055955	NP_898838
NP_001106212	XP_006540709
XP_011536121	NP_766039
NP_000334	NP_062784
XP_016865724	XP_011244686
NP_001116698	NP_080934
NP_001012301	NP_001033588
XP_011529874	XP_017168500
NP_055594	NP_001074698
XP_006718830	NP_081238
NP_001166289	XP_036020346
NP_065079	NP_543129
XP_005267815	NP_075536
XP_005268437	XP_006526018
NP_001243125	XP_011245731
NP_075571	NP_035926
NP_001295041	NP_079983
NP_001030	NP_035456
NP_001177	XP_006522942
NP_066940	NP_034093
NP_001095841	NP_001161732
XP_016877392	NP_001153896
NP_004225	NP_001347394
NP_065899	XP_006525967
NP_057699	NP_001366036
XP_016868908	NP_075553
XP_016863733	XP_017168336
NP_005266	XP_036016217
NP_001269220	XP_006535875
NP_001137251	NP_034009
NP_078958	NP_001036120
NP_705835	XP_036016729
NP_291027	NP_663352
NP_004652	NP_848124
NP_005021	NP_035251
NP_001172047	NP_085034
NP_001510	XP_006516323
NP_037399	NP_001028436
NP_000209	XP_006508551
NP_001070656	NP_001070670
NP_005299	NP_061357
NP_001371368	NP_001153876
XP_006723267	NP_796286
NP_116161	NP_663434
NP_001182484	NP_001333689
NP_059111	NP_001349344
NP_001317637	NP_001289479
NP_002457	XP_006498936
NP_001336891	NP_444333
NP_055154	NP_032385
NP_891552	NP_766345
XP_011523660	XP_006532328
NP_001333475	XP_006497708
NP_071925	NP_001116252
NP_000332	NP_033231
NP_001372675	NP_001359349
XP_011543793	XP_006527892
NP_001002814	XP_036010246
NP_001339177	XP_011240069
XP_005265596	XP_011241302
NP_003498	NP_032083
NP_002209	NP_061216
NP_078932	NP_666323
NP_056271	NP_067368
NP_004283	XP_006531773
NP_001003841	NP_083154
NP_079533	XP_006524948
NP_068746	NP_766299
NP_001647	NP_001348467
NP_001138640	XP_006535799
XP_011508137	XP_006529624
NP_000224	NP_038610
NP_004372	NP_059102
XP_024309106	NP_001344368
NP_060897	NP_001034610
XP_011529474	NP_001157663
XP_024302531	NP_032415
XP_005263764	NP_775617
XP_011530122	NP_001274030
NP_002941	NP_598694
XP_011510207	XP_006530015
NP_005916	NP_032612
NP_066976	NP_001343344
NP_001234937	NP_035516
NP_002015	NP_032057
NP_006768	NP_064652
XP_024305746	XP_006540873
NP_963890	NP_075605
NP_001304824	NP_001157048
XP_005265644	XP_006519372
NP_689606	NP_082478
NP_001310552	NP_663527
NP_006473	XP_006514109
NP_004505	XP_011247520
XP_011507959	NP_080095
NP_001612	NP_038492
NP_060093	NP_444416
XP_005274240	NP_001356291
XP_005277780	NP_598742
NP_001350671	NP_001192320
NP_060570	NP_082250
NP_068370	NP_663409
NP_973731	NP_032047
NP_689753	NP_001108132
NP_443115	NP_001171529
XP_016865737	NP_034055
XP_011512576	XP_011244781
NP_001957	NP_076226
NP_009128	NP_780493
NP_073150	NP_034225
NP_006141	NP_001277553
NP_060420	XP_017169889
NP_006464	NP_666204
NP_055764	XP_017175241
XP_006711528	NP_083052
NP_001157617	NP_001350384
NP_060115	NP_775576
NP_659428	NP_001274003
NP_001020018	NP_033397
NP_001153048	NP_035454
NP_001373743	XP_006522653
NP_001364890	XP_006538335
NP_001317299	NP_001128215
XP_016879014	NP_001258952
NP_001166599	NP_663368
NP_653316	NP_766085
NP_005735	NP_064311
XP_016858748	XP_036018148
XP_016865857	XP_036011490
XP_024306436	NP_001349767
XP_006720032	NP_758486
NP_705898	NP_080091
XP_011530435	XP_011247896
XP_011513479	XP_006504741
NP_005418	XP_006538783
XP_011533470	NP_080501
XP_016876628	NP_001239543
XP_011534738	NP_742164
XP_011530973	NP_001155937
NP_001316563	XP_006540000
XP_011517404	NP_598008
NP_001004432	NP_796224
XP_011530518	XP_030108471
XP_011528235	XP_006520805
NP_945327	NP_065605
XP_011517217	NP_001156760
NP_001550	NP_032380
XP_024308775	NP_075534
XP_011511125	XP_030104891
XP_016877583	XP_006498847
NP_036450	NP_062668
NP_055045	NP_666144
NP_009223	NP_056544
NP_060466	XP_017167860
NP_068800	NP_778178
NP_001844	NP_001365706
NP_001069	NP_035823
XP_011523281	NP_001181952
XP_011507585	NP_112441
NP_005884	NP_001002787
NP_000811	NP_062394
NP_055946	NP_783570
XP_016879016	NP_780556
NP_001165081	NP_036048
NP_004199	NP_036149
NP_001019978	NP_031493
NP_057712	XP_006525866
NP_056464	NP_848872
XP_016856538	XP_011248543
NP_060603	NP_001093921
NP_062832	XP_006505618
NP_597701	XP_006539776
NP_060012	NP_001136420
NP_006353	NP_058093
NP_056541	NP_001344133
NP_862820	NP_056639
NP_001355811	XP_011241624
XP_011537105	XP_030100994
XP_024304612	NP_031797
XP_016874718	XP_006520943
NP_001338101	NP_001157835
XP_016873257	NP_001161960
NP_062826	NP_062695
NP_001371396	NP_001334438
NP_443117	NP_001028805
NP_004061	NP_001139779
NP_001352848	NP_082998
NP_258411	NP_001192010
NP_079368	XP_017177593
NP_001353159	XP_036016523
NP_056344	NP_067484
XP_005270689	NP_001344106
NP_110417	NP_082283
NP_116198	XP_006497656
NP_001311230	XP_006499087
XP_011527563	XP_006499350
XP_006711473	NP_001153437
XP_005259895	XP_036010233
XP_011524338	XP_030106454
NP_068598	NP_001364053
XP_011533426	NP_001347001
XP_005253462	NP_080330
XP_016869077	NP_001277316
XP_011532465	NP_705768
NP_075062	XP_036010526
NP_001124336	NP_081833
NP_060766	NP_001164259
NP_620138	NP_001297688
NP_055693	XP_006527246
NP_005088	NP_064674
XP_011515811	XP_006535505
XP_011538278	NP_579930
NP_001123579	XP_036013090
NP_001139418	NP_067446
NP_958931	XP_011244991
NP_001336197	XP_036022146
XP_016882419	NP_766601
NP_060592	NP_766232
NP_000953	XP_006497853
NP_001340076	NP_796085
NP_001138408	XP_011245417
XP_011536904	NP_080468
XP_016865588	NP_001020480
NP_001034485	NP_001361597
NP_065166	XP_006500035
NP_060767	NP_067479
NP_055186	NP_059504
NP_055080	NP_034212
NP_775292	XP_006537719
XP_016856741	NP_001158000
NP_821079	NP_848793
XP_011521732	NP_001346022
NP_001356387	NP_001106680
NP_076982	NP_083555
NP_001193860	NP_598422
NP_113607	NP_085115
XP_016866139	XP_036011498
NP_006236	NP_001344613
NP_003792	NP_034461
NP_001357675	XP_011242471
NP_065574	NP_034021
NP_064705	NP_892038
XP_011543578	XP_011240040
NP_001153801	NP_001107588
NP_001185608	XP_006537631
NP_003602	XP_006528902
NP_001301006	NP_035303
NP_055224	NP_001344244
NP_003765	NP_056552
NP_078898	NP_796218
NP_001372612	NP_631881
NP_062552	XP_017176362
XP_016862083	NP_109654
NP_001305029	NP_001123997
NP_783165	XP_006533560
NP_787071	NP_035513
NP_940967	NP_666181
NP_001121640	NP_001181975
NP_057021	XP_006500484
NP_003043	NP_035522
XP_005249725	XP_036008301
XP_016869432	NP_031428
NP_056449	NP_082473
XP_011526147	NP_001280575
NP_001372111	XP_036019960
NP_005319	NP_032242
NP_001273352	XP_006496616
NP_000388	NP_031833
NP_001106697	XP_006502418
NP_066964	XP_006495955
NP_055051	NP_034452
XP_011522687	NP_932063
XP_011538304	XP_006519017
NP_001335210	XP_036009176
NP_848611	XP_006531133
XP_016885456	XP_006528614
NP_067633	NP_001074240
NP_055643	NP_075923
NP_004854	NP_035609
XP_016879280	NP_001028597
NP_065077	XP_006538406
NP_006779	NP_033093
NP_003390	NP_001276658
XP_016864081	NP_775627
XP_016862523	NP_081125
XP_005253518	NP_075529
NP_874369	NP_001349301
NP_006537	NP_034081
XP_005253817	NP_776289
XP_024304936	NP_033353
NP_002310	NP_666276
XP_011542067	XP_017173340
NP_114414	NP_001005509
NP_003381	NP_033542
NP_060745	NP_694801
NP_001132	NP_033791
NP_001014447	NP_694747
NP_066983	NP_848707
NP_055192	NP_033610
NP_001514	NP_032241
NP_001362326	NP_064371
NP_009200	NP_035634
XP_011535637	XP_006516266
NP_001374771	NP_849185
NP_001033794	NP_796320
NP_004985	NP_038627
NP_150241	XP_006510923
XP_006716329	NP_035496
NP_055612	NP_700447
NP_008893	XP_036017871
XP_016876987	NP_001074890
XP_016861856	NP_001365320
NP_005262	NP_032159
XP_024302523	XP_006505128
XP_011527403	NP_766448
NP_757386	XP_030099615
XP_011530052	XP_006535172
NP_060687	NP_663512
NP_001664	XP_006505155
NP_001005861	NP_038677
NP_001358173	NP_001355685
NP_859052	NP_001289885
NP_001073977	NP_076303
NP_116124	NP_001007584
NP_000534	NP_035551
XP_005273258	XP_006497025
NP_001193594	NP_536344
NP_005350	NP_032566
NP_001278798	NP_898850
NP_065750	XP_006501422
XP_011524377	XP_006525964
NP_001093896	NP_001035780
NP_001157394	NP_001355810
NP_001258963	NP_001344097
XP_011516381	NP_034920
NP_001317371	XP_006523574
NP_001021100	NP_598684
NP_001127703	NP_001361016
NP_112174	NP_444330
NP_001138947	XP_036015493
XP_011521348	NP_001363944
NP_001284368	XP_006504094
NP_036213	NP_620403
NP_000954	NP_035328
NP_003236	XP_006499214
NP_695003	NP_780692
NP_899233	XP_006532059
NP_001135768	NP_659144
NP_056003	NP_666064
NP_660334	NP_083438
NP_065868	XP_030104893
NP_060628	NP_001334257
NP_078822	NP_080323
NP_056485	NP_001157043
NP_001351446	NP_683514
NP_001257693	NP_001347697
NP_055635	NP_613065
NP_848563	NP_082064
NP_060564	NP_032205
NP_777598	NP_766457
NP_001137407	XP_036021444
XP_011532855	XP_011242830
NP_002445	NP_766068
NP_940863	NP_001025049
NP_001350700	NP_666041
NP_056091	NP_001004143
NP_660149	NP_001160116
NP_001156793	NP_997085
NP_644807	XP_030103578
NP_542790	NP_848462
NP_001311266	NP_001161977
XP_011538633	NP_067335
XP_016877106	XP_006515861
NP_001618	NP_033785
NP_006417	NP_036123
NP_536859	NP_001071173
NP_116281	XP_011237768
XP_011519336	XP_006506404
NP_055620	NP_780475
NP_848511	NP_775560
NP_996790	XP_036014946
NP_001129465	NP_082617
NP_057308	NP_079940
NP_647480	NP_892004
XP_011526999	XP_006500276
NP_001004339	XP_006503039
NP_002573	NP_083037
XP_011543847	NP_001345327
NP_061834	NP_808491
XP_024305512	NP_034077
NP_001158089	NP_057906
NP_116321	NP_780752
XP_011536999	NP_064347
XP_016863796	NP_848541
NP_009190	NP_038869
NP_612564	NP_067272
NP_001560	NP_001171444
NP_631918	NP_659164
XP_024307909	NP_033723
NP_599028	XP_006537785
NP_001154816	NP_001276506
NP_006469	NP_001177337
NP_001352825	XP_036011564
NP_000259	NP_035028
NP_001340295	NP_001028629
NP_001305121	NP_766480
NP_056277	NP_598463
XP_016856096	XP_006501551
NP_579917	XP_036013813
XP_005268879	XP_006520522
NP_001308554	XP_006495895
XP_011512922	XP_006516931
XP_006713405	XP_006506395
NP_001373990	XP_011249086
NP_001308222	NP_766123
NP_006764	NP_080136
NP_078904	NP_001357928
NP_079232	NP_780494
NP_001308498	NP_001333564
NP_000023	XP_030107059
XP_011524698	XP_017177850
XP_005256206	NP_666331
XP_024304240	XP_006500564
NP_001477	NP_001361670
XP_024307098	XP_030100875
XP_024307173	XP_006514154
XP_005264438	NP_653108
NP_001008392	NP_808268
NP_001350922	NP_031623
NP_060457	NP_081701
NP_060082	NP_081770
NP_757385	NP_001158181
XP_011514118	XP_036008299
NP_808881	NP_848783
XP_011517531	XP_030106871
NP_203528	NP_001074494
NP_001374966	NP_001073372
NP_001335691	XP_006506036
NP_665697	NP_034760
XP_016875737	XP_017176417
XP_016876094	NP_659093
XP_016883473	XP_030106297
NP_003636	NP_036108
NP_001368913	XP_006530970
NP_001245238	XP_030110957
XP_011543287	NP_080996
XP_024307971	NP_001192274
NP_056156	NP_659067
XP_005258461	NP_057891
NP_733844	NP_780647
NP_056273	NP_808262
NP_612449	NP_647468
XP_024306423	NP_963903
XP_005250050	NP_115929
XP_024306728	NP_033778
NP_056341	NP_001347693
NP_004747	XP_006539679
NP_003744	NP_061219
NP_055541	NP_001359460
XP_024310115	NP_666038
XP_011513391	NP_076159
XP_016883515	XP_011237706
NP_001362790	NP_001365876
NP_001357401	XP_036012101
XP_011528312	NP_849253
NP_001316444	XP_011248840
NP_000499	NP_001104518
NP_079202	NP_705828
NP_001271270	NP_036186
NP_005041	NP_033018
NP_001186231	NP_001032936
XP_016869243	NP_001346911
NP_444506	NP_083089
NP_006243	NP_835279
NP_068708	NP_001276553
XP_016881589	XP_036017055
NP_001238831	NP_114086
NP_001054	NP_598738
XP_005268645	XP_006513915
NP_004196	XP_030100306
NP_001029027	NP_666226
XP_024308922	NP_700458
NP_060561	NP_001240741
XP_011529197	NP_001292560
XP_005264405	XP_006514695
NP_056999	NP_848743
XP_011531331	NP_080456
NP_001123633	NP_001028432
NP_057051	XP_036018851
NP_001363673	NP_001363893
XP_006711039	XP_036019895
NP_004035	NP_080471
NP_689865	NP_001347841
NP_789792	NP_001002894
XP_016875199	NP_080685
XP_011538406	NP_033888
XP_011523401	NP_034351
NP_060192	NP_001158031
NP_115598	NP_001136253
XP_011509661	NP_001020327
NP_071442	NP_573485
NP_116231	XP_006505234
NP_055608	NP_808514
XP_016879874	NP_766636
XP_016879721	XP_036012637
XP_016855783	NP_001272885
XP_016878441	NP_001355257
NP_073606	NP_776288
NP_689787	NP_081514
NP_001012302	XP_006536311
NP_005699	NP_001073313
NP_079131	NP_780628
NP_065904	NP_001349039
NP_036325	NP_032081
NP_005320	NP_001317977
NP_001363166	XP_036018314
NP_060735	NP_083148
XP_011514672	NP_598686
NP_005128	NP_034178
NP_569055	NP_766362
XP_005256297	XP_006530743
XP_016872571	XP_006531754
XP_011541130	NP_766355
XP_011513070	NP_001347168
NP_647593	XP_006526041
NP_001372014	NP_001361129
NP_061144	XP_036020902
XP_024307014	NP_001192061
XP_011535533	NP_001351195
NP_057396	XP_030111382
XP_006723222	NP_954600
XP_011543032	NP_001003934
NP_001104547	NP_033536
NP_001317162	XP_036012175
XP_006723099	NP_001028487
NP_001129711	XP_011245206
NP_055464	XP_006524220
NP_001317392	NP_001344682
NP_620714	XP_006508676
NP_055269	NP_001156380
NP_061830	NP_001303613
NP_001358393	NP_001346819
XP_005265640	XP_036010460
XP_011521258	XP_006531359
NP_005678	XP_036020538
XP_016874787	XP_006521346
XP_024306403	XP_011247207
NP_001317074	NP_898995
NP_001287750	NP_663600
NP_689940	NP_705727
NP_037444	XP_036009672
NP_006008	XP_017176209
NP_006172	NP_035077
NP_001305645	NP_001298045
XP_011507610	NP_001074773
XP_011530554	NP_001343238
NP_149055	NP_001158154
NP_612362	NP_766090
NP_000497	NP_034298
XP_011509107	XP_011236806
XP_011523438	NP_084496
NP_001026971	XP_030101468
NP_078925	NP_001028300
NP_001180291	NP_598559
NP_001273769	XP_006498442
NP_060661	XP_030103892
NP_065394	NP_444407
XP_024306385	NP_001182017
XP_016875858	XP_006518446
NP_001317652	NP_001075953
XP_016864628	XP_006517368
NP_116258	NP_080425
XP_005254037	NP_001365826
XP_011542234	XP_017174053
XP_006724323	NP_660121
XP_016881506	NP_659195
NP_055870	NP_033328
NP_116176	NP_766413
XP_011537080	NP_700465
NP_077084	NP_033369
NP_005474	NP_038761
NP_112214	NP_001181954
NP_689786	XP_006537989
XP_016856525	NP_038947
NP_001070818	NP_001271288
XP_024302432	XP_006504398
NP_955472	NP_001343441
NP_060668	NP_766292
NP_004530	NP_001363950
NP_002387	XP_006525559
XP_011530232	NP_032481
NP_003804	NP_065063
NP_937817	NP_001013778
NP_001119583	NP_666062
NP_001247421	NP_033067
NP_006415	NP_035532
XP_006720633	XP_011240976
NP_054825	XP_036017232
NP_001278159	NP_031982
NP_653232	XP_006503720
XP_011529818	NP_705802
XP_005254157	NP_663442
NP_113642	NP_082181
NP_002817	NP_001020116
NP_001027024	XP_006507722
NP_001107578	NP_663369
NP_071330	NP_081461
NP_001155088	NP_076111
NP_068587	XP_006524837
NP_006612	NP_663517
XP_011539350	XP_006503057
NP_001345459	NP_064426
NP_872358	XP_017173128
NP_002678	NP_032917
NP_001257376	NP_059062
XP_016872706	XP_017177672
XP_016878982	NP_001157320
NP_666018	NP_663398
NP_777596	NP_705793
NP_055416	NP_694708
NP_001107018	NP_001107017
NP_612404	NP_780648
NP_000320	XP_006501228
NP_002334	NP_032548
NP_085139	NP_080465
NP_695002	NP_001075136
XP_016867214	NP_001243025
NP_003925	XP_006498189
NP_005621	NP_201571
NP_009126	NP_036102
XP_006721634	XP_006533241
NP_001243654	XP_006506279
NP_037490	NP_035189
NP_006640	NP_082552
XP_016879275	NP_001073282
NP_000935	NP_032939
XP_011524618	XP_017167786
NP_005104	XP_006515998
NP_006493	NP_109640
NP_001073923	NP_848501
NP_005048	NP_766105
XP_016867793	NP_001292193
NP_060516	NP_079906
XP_011538031	NP_001074543
XP_011517087	XP_036013842
NP_001357262	XP_006495509
NP_001269374	NP_034249
XP_016860912	NP_001032816
NP_149123	NP_075363
NP_991331	XP_036021556
NP_001354847	XP_036020624
NP_001607	XP_006497686
NP_001303969	NP_033882
XP_011535944	NP_808496
NP_001358960	NP_663589
NP_006576	NP_033970
XP_005271379	XP_006502054
NP_644814	NP_001013781
XP_016867360	XP_006506010
NP_057324	NP_766192
XP_005262878	NP_082342
NP_079021	NP_035499
NP_056473	XP_030109548
NP_115584	NP_473382
NP_001278856	XP_006508075
NP_112192	NP_062322
NP_689848	NP_035089
NP_003611	NP_058606
NP_001092272	NP_932136
NP_003152	NP_001107806
NP_003573	NP_663483
XP_016866450	XP_011244747
XP_011531688	NP_733773
NP_001439	NP_032176
XP_016867804	NP_001348177
NP_940984	NP_081827
NP_000194	NP_032351
NP_644670	NP_598599
NP_077024	NP_084426
NP_000381	NP_061288
NP_001104740	NP_082303
NP_653254	NP_080771
NP_005567	NP_034859
NP_001332910	NP_848886
NP_055761	NP_001156342
NP_079345	NP_001094972
NP_000908	NP_001303300
NP_001362908	XP_006516531
NP_055185	XP_006528235
NP_001310435	NP_035149
NP_001275519	NP_001170976
XP_011539050	XP_006502777
NP_004688	NP_081573
XP_006721388	NP_067416
NP_001093215	XP_017172151
NP_001366375	XP_011243789
NP_003288	XP_006513655
NP_001258436	NP_001008423
XP_011532269	XP_036010598
NP_060855	XP_036015788
NP_001092872	XP_006515506
NP_001353264	NP_766412
NP_036252	NP_033977
XP_011539226	NP_663526
NP_001135825	XP_006518770
NP_060047	XP_006521957
NP_001365086	XP_017177834
NP_006501	NP_033080
XP_016880732	NP_062378
XP_016862574	NP_035979
XP_006713191	NP_001365850
NP_004572	NP_001347316
NP_001139328	NP_001139331
XP_011513360	XP_011242004
XP_011543905	NP_839987
NP_055577	NP_444502
NP_005444	NP_065650
NP_872293	NP_766442
XP_005271351	XP_036018972
XP_016870845	XP_017173526
NP_055779	XP_036012190
NP_001350774	XP_030104428
NP_005677	XP_011246247
XP_024306642	XP_006533723
NP_001157852	XP_030110674
XP_005248178	NP_705795
NP_001091740	XP_006520616
XP_005256774	NP_080094
NP_001157	XP_017168599
NP_055415	NP_065603
NP_001167459	NP_001019787
NP_002386	NP_032641
NP_061181	NP_081081
XP_011516852	NP_083199
NP_066001	NP_001357794
NP_057114	XP_006515122
NP_001340852	XP_006528055
NP_001278210	NP_918949
NP_001356880	XP_006516992
XP_011518235	XP_011240291
NP_078805	NP_666103
XP_005270768	XP_006502877
NP_067640	XP_006522751
NP_000735	NP_056545
NP_064560	XP_036016453
NP_115622	NP_780575
XP_005260254	NP_081932
NP_001334595	NP_001341977
NP_620130	XP_006509942
NP_001156956	XP_030103707
NP_058637	NP_031892
XP_011526387	XP_006513421
NP_001762	XP_006539553
XP_005251986	XP_036018586
XP_016875401	XP_006530342
XP_011529261	NP_034963
NP_057216	NP_001155889
XP_016873757	NP_109638
NP_005117	NP_035714
NP_001308294	XP_006532888
NP_004818	NP_001368856
NP_071881	NP_114090
XP_016874894	XP_006513689
XP_011529998	NP_001139800
NP_060268	NP_776122
NP_110517	NP_079956
NP_075384	NP_663391
XP_016871838	XP_006519709
XP_011511445	XP_011248021
NP_001275879	NP_079927
NP_001155000	NP_766467
NP_110379	NP_038714
NP_057315	NP_032728
XP_011523129	NP_001343253
NP_001339707	XP_006509206
NP_115512	NP_001258503
XP_016857295	XP_011238590
NP_054730	XP_006524734
XP_024309282	XP_006521877
NP_001308287	NP_001334255
NP_000449	NP_033356
XP_016856809	NP_001116421
XP_016879717	NP_001075035
NP_005307	NP_001347004
XP_011508856	NP_001268939
NP_054768	NP_766266
NP_036392	NP_064359
XP_005245506	NP_001106802
NP_005989	NP_033966
NP_036304	NP_081984
NP_001380459	NP_001239492
NP_001341569	NP_001357821
XP_006716586	XP_006521330
NP_005849	NP_062748
NP_073740	NP_473396
XP_011522585	NP_001038992
XP_006719757	XP_006530553
NP_078918	NP_766281
NP_065984	XP_017168854
NP_001337459	XP_030109639
NP_001131	XP_006532099
NP_001020106	NP_114083
NP_001091952	XP_011240613
XP_024309979	XP_006501373
XP_006714602	NP_848861
XP_016857278	NP_032886
NP_056379	NP_821072
XP_005267876	XP_006515987
NP_003900	NP_082045
NP_000382	NP_034036
NP_065983	NP_444431
NP_005178	XP_030099127
NP_001269581	NP_058017
NP_001275560	NP_001351039
XP_005266146	NP_038936
NP_659475	NP_001028632
NP_001094861	XP_006513685
XP_006713313	NP_780552
NP_005332	XP_017175372
XP_011540041	XP_006501144
NP_060562	XP_030099678
NP_000778	NP_620392
NP_598328	NP_001104485
NP_001294869	XP_006528470
XP_024302204	NP_001351777
NP_001273429	NP_659180
NP_054727	NP_613069
NP_001276718	NP_032181
NP_036233	XP_006510679
NP_002067	NP_083640
XP_006712172	NP_001073290
XP_011534892	NP_081419
NP_000535	NP_035660
NP_055575	NP_001334285
NP_003267	NP_035735
NP_006289	XP_030103334
NP_694547	NP_700443
XP_016882497	NP_001166032
NP_055901	NP_001013763
NP_057297	NP_001344801
NP_001373807	NP_001368859
NP_001310832	NP_001034611
XP_016873625	NP_001070982
NP_004203	XP_036018135
XP_016865918	XP_036016509
NP_848593	NP_001003915
NP_073618	XP_011248417
NP_997221	NP_665834
XP_011527094	NP_683735
XP_011529148	XP_030107383
NP_542119	XP_030105353
NP_004144	NP_035145
XP_005254001	NP_082503
NP_659412	XP_036012670
NP_116251	NP_848761
NP_003491	XP_006518171
NP_001362599	XP_006496138
NP_001243722	NP_001341972
NP_002517	NP_035981
NP_112195	NP_001028334
NP_008941	NP_084372
NP_703148	NP_035990
XP_005257135	XP_006533098
NP_001177921	NP_001258964
NP_057301	NP_001028604
XP_011518702	NP_081655
XP_016882052	XP_006525238
NP_061060	NP_001349078
NP_001138775	NP_861541
NP_006074	NP_036009
NP_060695	NP_067510
NP_001365164	NP_001265534
XP_016860102	NP_031551
NP_001017372	NP_001074541
XP_016872646	XP_011239940
NP_006485	XP_030097988
NP_060898	NP_659075
XP_016882621	NP_001156422
XP_016859475	XP_030111504
NP_001358656	NP_001334243
NP_001136197	NP_081974
NP_077306	XP_011238431
NP_478137	NP_038772
NP_036386	NP_033538
NP_064555	NP_598770
NP_001011718	NP_001011732
XP_011521532	NP_077765
NP_919268	XP_006502203
NP_443102	NP_570614
XP_011523792	NP_035666
NP_001358991	NP_795890
XP_005259654	NP_001070831
XP_016870678	XP_006526826
NP_001350420	NP_001334051
NP_056050	NP_112539
XP_024306498	NP_032201
NP_006092	NP_075783
NP_001353153	XP_006501767
NP_001122087	XP_006519642
XP_011519651	XP_006498790
NP_001366190	NP_631975
XP_024304726	NP_036155
NP_001357389	XP_006510360
NP_001137148	NP_001155317
XP_011537113	NP_796362
XP_016868757	NP_666180
NP_699196	NP_776125
XP_011520505	XP_006541042
XP_016882044	XP_006513030
NP_113649	XP_006495655
NP_689707	NP_084250
NP_006288	NP_033558
XP_011522082	NP_031466
NP_003671	NP_598912
XP_011543237	XP_006508041
XP_024309981	XP_006506591
NP_001185982	XP_011240147
XP_011541518	XP_006517678
NP_001291740	XP_006506280
NP_001257313	NP_777357
XP_016868723	XP_030104578
NP_689588	NP_775603
NP_001353289	NP_001071099
NP_001353094	NP_898845
NP_004164	NP_001346821
XP_011539736	NP_848493
NP_002553	NP_035157
NP_036205	NP_031663
NP_055121	NP_663397
XP_011536726	NP_084128
XP_005273466	NP_084160
XP_024301793	XP_017173433
XP_016876560	XP_017170432
NP_998778	NP_001297620
NP_071415	NP_084302
NP_001040625	NP_062645
NP_001335921	XP_011244244
NP_057258	NP_997181
XP_011517223	NP_001028466
NP_001075144	NP_808423
XP_016865941	XP_006516968
NP_055055	NP_038888
XP_005270484	NP_001342590
NP_002258	NP_032492
NP_002259	NP_032493
XP_016884452	XP_006513762
NP_003879	NP_033048
XP_005270945	XP_030109516
NP_001684	NP_031535
XP_006718459	NP_001342345
NP_060427	XP_006534329
NP_061185	NP_776292
NP_001136123	NP_001075125
NP_001352657	NP_080152
NP_066018	NP_659141
NP_001120683	NP_001107784
NP_005580	NP_598803
NP_001375257	XP_006512640
NP_057239	NP_035976
NP_976046	NP_001028328
NP_056068	XP_006532992
NP_997269	XP_006533682
NP_000046	XP_011238302
NP_001131032	XP_006524033
NP_001372137	NP_062779
NP_004445	NP_076283
NP_036519	NP_035191
XP_011510965	NP_067470
XP_024309536	XP_017168895
NP_060559	XP_006496570
XP_016857132	XP_011238935
XP_011543514	NP_001138572
XP_016865280	NP_001334424
NP_659436	NP_705773
